Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
17349137,"The Tiny Book of Tiny Stories, Vol. 3",Joseph Gordon-Levitt,"Gordon-Levitt, Joseph",Toff 'wirrow' Mazery,"=""0062121650""","=""9780062121653""",4.0,Dey Street Books,Hardcover,128,2013,2013,2022/04/30,2022/04/30,,,read,Cute stories,,,1,0
13623923,"The Tiny Book of Tiny Stories, Vol. 2",Joseph Gordon-Levitt,"Gordon-Levitt, Joseph",Toff 'wirrow' Mazery,"=""0062121634""","=""9780062121639""",4.0,Dey Street Books,Hardcover,127,2012,2012,2022/04/30,2022/04/30,,,read,This was cute. Many potential wallpapers,,,1,0
25817310,Dreamology: A Love Story,Lucy Keating,"Keating, Lucy",,"=""0062380001""","=""9780062380005""",3.0,HarperCollins,Hardcover,329,2016,2016,2020/08/08,2020/08/06,,,read,,,,1,0
544891,"Beastly (Beastly, #1)",Alex Flinn,"Flinn, Alex",,"=""0060874163""","=""9780060874162""",3.0,HarperCollins,Hardcover,336,2007,2007,2020/07/20,2020/02/18,,,read,,,,1,0
30653853,"The Upside of Unrequited (Simonverse, #2)",Becky Albertalli,"Albertalli, Becky",,"=""0062348701""","=""9780062348708""",3.0,HarperCollins,Hardcover,336,2017,2017,2020/08/17,2019/12/19,,,read,,,,1,0
38314254,Toxic,Nicci Cloke,"Cloke, Nicci",,"=""1471406598""","=""9781471406591""",2.0,Hot Key Books,Kindle Edition,234,2018,2018,2020/09/25,2020/09/10,,,read,,,,1,0
44281034,The Gravity of Us,Phil Stamper,"Stamper, Phil",,"=""1547600144""","=""9781547600144""",3.0,Bloomsbury YA,Hardcover,314,2020,2020,2020/10/14,2020/04/12,,,read,,,,1,0
32860355,"Alex and Eliza (Alex & Eliza, #1)",Melissa de la Cruz,"Cruz, Melissa de la",,"=""1524739626""","=""9781524739621""",3.0,G.P. Putnam's Sons Books for Young Readers,Hardcover,368,2017,2017,2020/10/16,2020/07/02,,,read,,,,1,0
16130,Alexander Hamilton,Ron Chernow,"Chernow, Ron",,"=""""","=""""",4.0,Penguin Books,Paperback,818,2005,2004,2020/10/20,2020/06/16,,,read,,,,1,0
255289,Starstruck,Richie Tankersley Cusick,"Cusick, Richie Tankersley",,"=""0671551043""","=""9780671551049""",3.0,Simon Pulse,Mass Market Paperback,240,1996,1996,2020/08/11,2020/08/09,,,read,,,,1,0
21460441,Channel Blue,Jay Martel,"Martel, Jay",,"=""1781855811""","=""9781781855812""",2.0,Head of Zeus,Mass Market Paperback,384,2014,2013,2020/11/10,2020/11/08,,,read,,,,1,1
36173888,First Job (Minimum Wage Sidekick #1),Lucas Flint,"Flint, Lucas",,"=""1974518760""","=""9781974518760""",3.0,CreateSpace Independent Publishing Platform,Paperback,246,2017,2017,2020/11/19,2020/11/17,,,read,,,,1,1
52080595,The Boy in the Red Dress,Kristin Lambert,"Lambert, Kristin",,"=""0593113683""","=""9780593113684""",3.0,Viking Books for Young Readers,Hardcover,362,2020,2020,2020/11/29,2020/11/29,,,read,,,,1,0
54235323,Hungry,Grace Dent,"Dent, Grace",,"=""0008333173""","=""9780008333171""",3.0,Mudlark,Hardcover,304,2020,2020,2020/12/20,2020/12/19,,,read,,,,1,0
23575434,"Matt's Story (The Night We Said Yes, #0.5)",Lauren Gibaldi,"Gibaldi, Lauren",,"=""0062391550""","=""9780062391551""",3.0,HarperTeen,Unknown Binding,91,2015,2015,2020/12/29,2019/11/18,,,read,,,,1,0
44081573,"Finna (LitenVerse, #1)",Nino Cipri,"Cipri, Nino",,"=""1250245729""","=""9781250245724""",3.0,Tor.com,Kindle Edition,103,2020,2020,2021/02/21,2021/02/21,,,read,,,,1,0
54303770,Good Eggs,Rebecca Hardiman,"Hardiman, Rebecca",,"=""1982164298""","=""9781982164294""",3.0,Atria Books,Hardcover,336,2021,2021,2021/03/15,2021/03/04,,,read,,,,1,0
23287168,"The Night We Said Yes (The Night We Said Yes, #1)",Lauren Gibaldi,"Gibaldi, Lauren",,"=""0062302191""","=""9780062302199""",3.0,HarperCollins,Hardcover,294,2015,2015,2021/03/22,2019/11/18,,,read,,,,1,0
56071105,The Heretic's Mark (Nicholas Shelby #4),S.W. Perry,"Perry, S.W.",,"=""1786499029""","=""9781786499028""",3.0,Corvus ,Kindle Edition,396,2021,,2021/03/31,2021/03/23,,,read,,,,1,0
57584081,Mysteries of the First Instant: Illuminating What Science Hasn’t Answered about the Inception of Our Universe (Origins),Daniel Friedmann,"Friedmann, Daniel",Dania Sheldon,"=""""","=""""",2.0,,Kindle Edition,296,2021,,2021/04/12,2021/04/08,,,read,,,,1,0
57771065,Heroes of Atlantis: Legend of the Fire Dragon,Ryan Carriere,"Carriere, Ryan",,"=""""","=""""",3.0,,Kindle Edition,,2021,,2021/05/02,2021/05/02,,,read,,,,1,0
53459455,Snowflake,Louise Nealon,"Nealon, Louise",,"=""1786580691""","=""9781786580696""",3.0,Manilla Press,Paperback,376,2021,2021,2021/05/08,2021/05/03,,,read,"          I fell in love with this book from the moment I received it: the cover is so cool! It is slightly rough in the turquoise part, shiny and smooth in the orange part. <br/>'Snowflake' is a wonderful story, and the author is so talented.<br/>The way she goes through the various changes and struggles of a family, of a new student in university, and how she made real every feeling and emotions the characters felt was marvellous. <br/>It almost felt like I was watching a series, or knew the characters like old friends.<br/>She made the story realistic, where the characters have their ups and lows, their issues, different way to grieve, and made the relationships the friendships, the fights and the apologies real.<br/>This is probably the only book where it feels more like non-fiction, because of how real and close to home it feels.<br/>I am mesmerised by how well the characters are built and were developed throughout the book.<br/>A great book that I highly recommend to anyone!<br/>        ",,,1,0
57594582,Hana Khan Carries On,Uzma Jalaluddin,"Jalaluddin, Uzma",,"=""1838953574""","=""9781838953577""",4.0,Corvus,Kindle Edition,325,2021,2021,2021/05/17,2021/05/15,,,read,,,,1,0
34215764,Remote Control,Nnedi Okorafor,"Okorafor, Nnedi",,"=""""","=""""",3.0,Tordotcom,Kindle Edition,156,2021,2021,2021/05/14,2021/05/14,,,read,,,,1,0
12000020,"Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante, #1)",Benjamin Alire Sáenz,"Sáenz, Benjamin Alire",,"=""1442408928""","=""9781442408920""",4.0,Simon & Schuster Books for Young Readers,Hardcover,390,2012,2012,2021/05/30,2019/11/09,,,read,,,,1,0
57939073,The Nine: How a Band of Daring Resistance Women Escaped from Nazi Germany - The Powerful True Story,Gwen Strauss,"Strauss, Gwen",,"=""183877209X""","=""9781838772093""",3.0,Manilla Press,Kindle Edition,338,2021,2021,2021/06/07,2021/06/06,,,read,,,,1,0
38447,"The Handmaid’s Tale (The Handmaid's Tale, #1)",Margaret Atwood,"Atwood, Margaret",,"=""038549081X""","=""9780385490818""",4.0,Anchor Books,Paperback,311,1998,1985,2021/07/10,2021/07/03,,,read,,,,1,0
49632708,The Burning,Laura Bates,"Bates, Laura",,"=""1728206731""","=""9781728206738""",3.0,Sourcebooks Fire,Hardcover,352,2020,2019,2021/09/06,2020/09/18,,,read,,,,1,0
43900612,Cinderella Is Dead,Kalynn  Bayron,"Bayron, Kalynn",,"=""1547603887""","=""9781547603886""",4.0,Bloomsbury YA,ebook,400,2020,2020,2021/09/13,2021/09/06,,,read,,,,1,0
18584855,Heartless,Marissa Meyer,"Meyer, Marissa",,"=""1250044650""","=""9781250044655""",4.0,Feiwel & Friends,Hardcover,453,2016,2016,2021/09/26,2020/07/26,,,read,,,,1,0
49757149,The Cousins,Karen M. McManus,"McManus, Karen M.",,"=""0525708014""","=""9780525708018""",3.0,Delacorte Press,Library Binding,337,2020,2020,2021/10/03,2020/08/28,,,read,,,,1,0
114437,Address Unknown,Kathrine Kressmann Taylor,"Taylor, Kathrine Kressmann",,"=""0743412710""","=""9780743412711""",3.0,Washington Square Press,Paperback,64,2001,1938,2021/12/27,2021/12/27,,,read,,,,1,0
56732449,The Love Hypothesis,Ali Hazelwood,"Hazelwood, Ali",,"=""0593336828""","=""9780593336823""",4.0,Berkley Books,Paperback,383,2021,2021,2022/01/23,2022/01/20,,,read,,,,1,0
18290401,Show Your Work!: 10 Ways to Share Your Creativity and Get Discovered,Austin Kleon,"Kleon, Austin",,"=""076117897X""","=""9780761178972""",4.0,Workman Publishing Company,Paperback,215,2014,2014,2022/03/01,2022/02/26,,,read,,,,1,0
56554281,"This Woven Kingdom (This Woven Kingdom, #1)",Tahereh Mafi,"Mafi, Tahereh",,"=""0062972464""","=""9780062972460""",4.0,HarperCollins,ebook,512,2022,2022,2022/02/14,2021/12/21,,,read,,,,1,0
54738255,If This Gets Out,Sophie Gonzales,"Gonzales, Sophie",Cale Dietrich,"=""1250805805""","=""9781250805805""",4.0,Wednesday Books,Hardcover,404,2021,2021,2022/04/23,2022/01/26,,,read,,,,1,0
35216509,"They Both Die at the End (Death-Cast, #1)",Adam Silvera,"Silvera, Adam",,"=""1471166201""","=""9781471166204""",4.0,Simon & Schuster,Paperback,373,2017,2017,2020/02/08,2020/02/05,,,read,,,,1,0
59522159,"Lost Stars (Wicked Academia, #1)",Jasmine  Jenkins,"Jenkins, Jasmine",Sophie Suliman,"=""""","=""9781778031908""",5.0,Luna Fox Press,Hardcover,344,2022,2022,2022/04/17,2022/01/02,,,read,"*Note: I was given an ARC for an honest review<br/><br/>This book has been sitting in my Goodreads TBR for too long, so when I saw the opportunity to get an ARC I jumped.<br/><br/>Wicked Academia is a very well written fantasy book, with well-written characters.<br/><br/>I liked how it slowly built up to the triplets going to the Celestial Academy, and didn't rush into it, like many other fantasy books. <br/>This created a good atmosphere and you really get to know the characters. <br/>The triplets are each so unique and different, completing each other. Marion is a traumatised, sweet girl who takes a lot of responsibility, Vivian is sweet and romantic, and Timothee deserves to be wrapped in a blanket because he is stepped on too much.<br/>I am not a fan of a romance, love at first sight and all that, but I am lenient towards the enemies to lovers/love hate trope, like Khalid and Marion's relationship. They have me rooting for them like British lads at Wembley, and THAT ONE SCENE! I was reading it on the Underground and my face went like :-O.<br/>Darius and Vivian are so pure and cute, and it's easy to see where their dynamic is going.<br/><br/>I thought the book was going to continue past the Star Ceremony (which held me on edge till all of them swallowed their stars) and I want more: I am glad the sequel is being released soon. <br/><br/>Well executed world, well built relationships and friends, and well thought of magic. I can see the world and the society was thoroughly planned to the smallest details, and so were the characters.<br/><br/>In the future sequels I would like to read more of the original story of the Gods, and about the triplets' father/kidnapper??<br/><br/>I enjoyed this very much and I am excited for the sequels. 10/10",true,,1,0
60691841,Señorita Cometa,NOT A BOOK,"BOOK, NOT A",,"=""""","=""""",4.0,Webtoon ,,,2022,,2022/04/05,2022/03/27,,,read,,,,1,0
55959475,"The Ivory Key (The Ivory Key Duology, #1)",Akshaya Raman,"Raman, Akshaya",,"=""0358468337""","=""9780358468332""",4.0,Clarion Books,Hardcover,384,2022,2022,2022/04/06,2022/01/05,,,read,,,,1,0
59835427,Reunion,stephattyy,"stephattyy, stephattyy",,"=""""","=""""",5.0,Webtoon,ebook,,2022,,2022/03/28,2022/03/20,,,read,,,,1,0
59976778,Edith,NOT A BOOK,"BOOK, NOT A",,"=""""","=""""",5.0,Webtoon,,,2019,,2022/03/28,2022/03/28,,,read,,,,1,0
53360034,"Edith, Season 2",NOT A BOOK,"BOOK, NOT A",,"=""""","=""""",5.0,Line Webtoon,,,2020,,2022/03/26,2022/03/22,,,read,,,,1,0
43133212,Immortal Hulk: The Best Defense #1,Al Ewing,"Ewing, Al","Ron Garney, Simone Di Meo","=""""","=""""",4.0,Marvel,Kindle Edition,33,2018,,2022/03/26,2022/03/26,,,read,,,,1,0
44306172,"Edith, Season 1",NOT A BOOK,"BOOK, NOT A",,"=""""","=""""",5.0,Line Webtoon,,,,,2022/03/23,2022/03/22,,,read,,,,1,0
60380732,Planetarium,Balce_Arts,"Balce_Arts, Balce_Arts",,"=""""","=""""",5.0,Webtoon,ebook,,2021,,2022/03/22,2022/03/20,,,read,,,,1,0
54791043,"Lore Olympus, Season 2",NOT A BOOK,"BOOK, NOT A",,"=""""","=""""",5.0,Webtoon ,Webcomic,710,2020,2020,2022/03/18,2021/11/19,,,read,,,,1,0
52800888,High Class Homos,NOT A BOOK,"BOOK, NOT A",,"=""""","=""""",5.0,,ebook,,,,2022/03/18,2022/03/18,,,read,,,,1,0
55004121,"An Emotion of Great Delight: A YA Novel of Muslim American Identity, Grief, and Hope in Post-9/11 America",Tahereh Mafi,"Mafi, Tahereh",,"=""0062972413""","=""9780062972415""",5.0,Storytide,Hardcover,248,2021,2021,2022/03/13,2022/03/12,,,read,,,,1,0
22318578,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,"Kondō, Marie",,"=""1607747308""","=""9781607747307""",5.0,Ten Speed Press,Hardcover,224,2014,2010,2022/03/05,2022/03/02,,,read,,,,1,0
11468377,"Thinking, Fast and Slow",Daniel Kahneman,"Kahneman, Daniel",,"=""0374275637""","=""9780374275631""",3.0,"Farrar, Straus and Giroux",Hardcover,499,2011,2011,2020/08/25,2020/04/01,,,read,,,,1,0
57295345,"The Boy with Fire (The Ravence Trilogy, #1)",Aparna Verma,"Verma, Aparna",,"=""1636764576""","=""9781636764573""",5.0,New Degree Press,Paperback,436,2021,2023,2022/02/06,2021/12/28,,,read,,,,1,0
57693176,The Arc,Tory Henwood Hoen,"Hoen, Tory Henwood",,"=""1250276772""","=""9781250276773""",4.0,St. Martin's Press,Hardcover,352,2022,2022,2022/01/28,2022/01/23,,,read,,,,1,0
57408095,Our Country Friends,Gary Shteyngart,"Shteyngart, Gary",,"=""1984855123""","=""9781984855121""",3.0,Random House,Hardcover,317,2021,2021,2022/01/20,2022/01/15,,,read,,,,1,0
55977979,Symbiosis (Shuri: A Black Panther Novel #3),Nic Stone,"Stone, Nic",,"=""1338766538""","=""9781338766530""",5.0,Scholastic Inc.,Hardcover,264,2022,2022,2022/01/14,2022/01/05,,,read,,,,1,0
42603984,Ace of Spades,Faridah Àbíké-Íyímídé,"Àbíké-Íyímídé, Faridah",,"=""1474967531""","=""9781474967532""",5.0,Usborne ,Paperback,470,2021,2021,2022/01/10,2021/11/10,,,read,,,,1,0
59348871,Remember My Name,Sam  Blake,"Blake, Sam",,"=""1838952969""","=""9781838952969""",4.0,Corvus,Kindle Edition,400,2022,2022,2022/01/06,2021/12/28,,,read,,,,1,0
48722413,All Men Want to Know,Nina Bouraoui,"Bouraoui, Nina",Aneesa Abbas Higgins,"=""0241447720""","=""9780241447727""",4.0,Viking,Paperback,192,2020,2018,2021/12/31,2021/12/29,,,read,,,,1,0
40024121,"The Gilded Ones (Deathless, #1)",Namina Forna,"Forna, Namina",,"=""1984848704""","=""9781984848703""",5.0,Delacorte,Kindle Edition,432,2021,2020,2021/12/31,2021/12/26,,,read,,,,1,0
52459864,"Iron Widow (Iron Widow, #1)",Xiran Jay Zhao,"Zhao, Xiran Jay",,"=""0735269939""","=""9780735269934""",5.0,Penguin Teen,Hardcover,394,2021,2021,2021/12/25,2021/12/12,,,read,,,,1,0
59665844,The Ethics of Infatuation Dynamics (Heartstopper),Lauren   James,"James, Lauren","Wren James, Alice Oseman","=""""","=""""",5.0,https://heartstoppercomic.tumblr.com/post/671177210816823296/,ebook,12,2021,2021,2021/12/21,2021/12/21,,,read,,,,1,0
50225678,"Boyfriend Material (London Calling, #1)",Alexis  Hall,"Hall, Alexis",,"=""1728206146""","=""9781728206141""",4.0,Sourcebooks Casablanca,Paperback,425,2020,2020,2021/12/17,2020/07/08,,,read,,,,1,0
36307674,"Rule of Wolves (King of Scars, #2)",Leigh Bardugo,"Bardugo, Leigh",,"=""1510109188""","=""9781510109186""",5.0,Orion Children's Books,Paperback,592,2021,2021,2021/12/16,2021/05/23,,,read,,,,1,0
36307634,"King of Scars (King of Scars, #1)",Leigh Bardugo,"Bardugo, Leigh",,"=""125014227X""","=""9781250142276""",5.0,Imprint,Kindle Edition,527,2019,2019,2021/12/02,2021/03/22,,,read,,,,1,0
54463960,"NOT A BOOK: Lore Olympus, Season 1",NOT A BOOK,"BOOK, NOT A",,"=""""","=""""",5.0,Webtoon,Webcomic,1150,2018,2018,2021/11/26,2021/11/19,,,read,,,,1,0
56623541,What Once Was Mine,Liz Braswell,"Braswell, Liz",,"=""1368063829""","=""9781368063821""",5.0,Random House/Disney,Hardcover,496,2021,2021,2021/11/18,2021/03/16,,,read,,,,1,0
3653782,"The Viscount Who Loved Me: The 2nd Epilogue (Bridgertons, #2.5)",Julia Quinn,"Quinn, Julia",,"=""006123544X""","=""9780061235443""",3.0,Harper Collins,ebook,34,2006,2006,2021/11/06,2021/11/06,,,read,,,,1,0
51791252,The Vanishing Half,Brit Bennett,"Bennett, Brit",,"=""0525536299""","=""9780525536291""",4.0,Riverhead Books,Hardcover,343,2020,2020,2021/11/01,2020/05/05,,,read,,,,1,0
40580686,"War Girls (War Girls, #1)",Tochi Onyebuchi,"Onyebuchi, Tochi",,"=""0451481674""","=""9780451481672""",4.0,Razorbill,Hardcover,451,2019,2019,2021/10/30,2020/05/05,,,read,,,,1,0
53327839,"Muse (Muse, #1)",Brittany Cavallaro,"Cavallaro, Brittany",,"=""0062840258""","=""9780062840257""",4.0,HarperCollins,Hardcover,332,2021,2021,2021/10/25,2021/10/21,,,read,,,,1,0
44084665,The Ones We're Meant to Find,Joan He,"He, Joan",,"=""125025857X""","=""9781250258571""",4.0,Roaring Brook,Kindle Edition,384,2021,2021,2021/10/21,2021/09/16,,,read,,,,1,0
34506912,The Prince and the Dressmaker,Jen Wang,"Wang, Jen",,"=""162672363X""","=""9781626723634""",4.0,First Second,Paperback,277,2018,2018,2021/10/18,2021/10/18,,,read,,,,1,0
54860241,"This Poison Heart (This Poison Heart, #1)",Kalynn  Bayron,"Bayron, Kalynn",,"=""1547603909""","=""9781547603909""",5.0,Bloomsbury YA,Hardcover,384,2021,2021,2021/10/17,2021/09/13,,,read,,,,1,0
52741096,Heartstopper: The Mini Comics,NOT A BOOK,"BOOK, NOT A",,"=""""","=""""",5.0,,ebook,74,2017,2017,2021/10/07,2021/10/07,,,read,,,,1,0
49628682,Heartstopper: Become Human,Alice Oseman,"Oseman, Alice",,"=""""","=""""",5.0,,ebook,128,2019,2019,2021/10/07,2021/10/07,,,read,,,,1,0
56494361,What We're Scared Of,Keren David,"David, Keren",,"=""1407196448""","=""9781407196442""",4.0,Scholastic,Paperback,320,2021,2021,2021/10/05,2021/10/04,,,read,,,,1,0
51574372,"Heartstopper: Volume Four (Heartstopper, #4)",Alice Oseman,"Oseman, Alice",,"=""144495279X""","=""9781444952797""",5.0,HACHETTE INTL,Paperback,384,2021,2021,2021/09/25,2021/09/25,,,read,,,,1,0
43449920,"Heartstopper: Volume Three (Heartstopper, #3)",Alice Oseman,"Oseman, Alice",,"=""""","=""""",5.0,Hodder Children's Books,Paperback,384,2020,2020,2021/09/25,2021/09/25,,,read,,,,1,0
43307358,"Heartstopper: Volume Two (Heartstopper, #2)",Alice Oseman,"Oseman, Alice",,"=""1444951408""","=""9781444951400""",5.0,Hodder Children's Books,Paperback,320,2019,2019,2021/09/25,2021/09/02,,,read,,,,1,0
217253,Unarranged Marriage,Bali Rai,"Rai, Bali",,"=""0552547344""","=""9780552547345""",3.0,Corgi,Paperback,272,2001,2001,2021/09/16,2021/09/13,,,read,,,,1,0
40495957,"Heartstopper: Volume One (Heartstopper, #1)",Alice Oseman,"Oseman, Alice",,"=""""","=""""",5.0,Selfpublished,Paperback,288,2018,2018,2021/09/02,2021/09/02,,,read,,,,1,0
17341550,"Trust Me, I'm Lying (Trust Me, #1)",Mary Elizabeth Summer,"Summer, Mary Elizabeth",,"=""0385744064""","=""9780385744065""",3.0,Delacorte Press,Hardcover,336,2014,2014,2021/09/01,2020/01/12,,,read,,,,1,0
53968551,Sixteen Scandals,Sophie Jordan,"Jordan, Sophie",,"=""0358206219""","=""9780358206217""",3.0,Clarion Books,Hardcover,256,2021,2021,2021/08/29,2020/11/30,,,read,,,,1,0
50892338,"Legendborn (The Legendborn Cycle, #1)",Tracy Deonn,"Deonn, Tracy",,"=""1534441603""","=""9781534441606""",5.0,Margaret K. McElderry Books,Hardcover,502,2020,2020,2021/08/27,2020/09/18,,,read,,,,1,0
35388756,The Fiesta Burger Murder (Burger Bar #1),Rosie A. Point,"Point, Rosie A.",,"=""""","=""""",3.0,Amazon Digital Services,Kindle Edition,214,2017,,2021/08/21,2021/08/21,,,read,,,,1,0
55812889,"Cold Hearted (Villains, #8)",Serena Valentino,"Valentino, Serena",,"=""""","=""""",5.0,Disney Press,Paperback,304,2021,2021,2021/08/19,2021/05/01,,,read,,,,1,0
656,War and Peace,Leo Tolstoy,"Tolstoy, Leo","Aylmer Maude, Louise Maude","=""0192833987""","=""9780192833983""",5.0,Oxford University Press,Paperback,1392,1998,1868,2021/08/16,2021/07/16,,,read,,,,1,0
1543038,Disorder in the Court: Great Fractured Moments in Courtroom History,Charles M. Sevilla,"Sevilla, Charles M.",Lee Lorenz,"=""0393319288""","=""9780393319286""",3.0,W. W. Norton & Company,Paperback,255,1999,1992,2021/08/04,2021/03/10,,,read,,,,1,0
57727036,Nella mia testa (Italian Edition),Nicola Conversa,"Conversa, Nicola",,"=""8831803948""","=""9788831803946""",4.0,Rizzoli,Kindle Edition,198,2021,,2021/07/29,2021/04/16,,,read,,,,1,0
54817211,Go the Distance,Jen Calonita,"Calonita, Jen",,"=""1368063802""","=""9781368063807""",5.0,Random House/Disney,Hardcover,336,2021,2021,2021/07/15,2020/10/31,,,read,,,,1,0
34076952,"The Language of Thorns: Midnight Tales and Dangerous Magic (Grishaverse, #0.5, 2.5, 2.6)",Leigh Bardugo,"Bardugo, Leigh",Sara Kipin,"=""125012252X""","=""9781250122520""",4.0,Imprint,Hardcover,281,2017,2017,2021/07/03,2021/05/23,,,read,,,,1,0
20818790,"Little Knife (Grishaverse, #2.6)",Leigh Bardugo,"Bardugo, Leigh",,"=""1466873531""","=""9781466873537""",4.0,Tor Books,ebook,32,2014,2014,2021/07/03,2021/06/28,,,read,,,,1,0
13643163,"The Witch of Duva (Grishaverse, #0.5)",Leigh Bardugo,"Bardugo, Leigh",,"=""1466820756""","=""9781466820753""",4.0,Tor,ebook,48,2012,2012,2021/07/02,2021/06/28,,,read,,,,1,0
17790188,"The Too-Clever Fox (Grishaverse, #2.5)",Leigh Bardugo,"Bardugo, Leigh",,"=""1466846097""","=""9781466846098""",4.0,Tor Books,ebook,32,2013,2013,2021/07/01,2021/06/28,,,read,,,,1,0
51475366,Eartheater,Dolores Reyes,"Reyes, Dolores",Julia Sanches,"=""0062987739""","=""9780062987730""",3.0,HarperVia,Hardcover,207,2020,2019,2021/06/29,2020/11/19,,,read,,,,1,0
35380157,Opposite of Always,Justin A. Reynolds,"Reynolds, Justin A.",,"=""0062748394""","=""9780062748393""",4.0,Katherine Tegen Books,Kindle Edition,451,2019,2019,2021/06/26,2021/06/21,,,read,,,,1,0
55082663,Hypercage (Instant Reality #0.5),Craig Lea Gordon,"Gordon, Craig Lea",,"=""""","=""""",3.0,Craig Lea Gordon,Kindle Edition,47,2020,2016,2021/06/21,2021/06/20,,,read,,,,1,0
13079982,Fahrenheit 451,Ray Bradbury,"Bradbury, Ray",,"=""""","=""""",3.0,Simon & Schuster,Mass Market Paperback,249,2011,1963,2021/06/20,2019/07/12,,,read,,,,1,0
15790982,Absent,Katie Williams,"Williams, Katie",,"=""0811871509""","=""9780811871501""",3.0,Chronicle Books,Hardcover,180,2013,2013,2021/06/19,2021/06/17,,,read,,,,1,0
49247242,Ring Shout,P. Djèlí Clark,"Clark, P. Djèlí",,"=""1250767024""","=""9781250767028""",3.0,Tordotcom,Hardcover,185,2020,2020,2021/06/17,2020/11/19,,,read,,,,1,0
54205369,The Lives of Saints (Grishaverse),Leigh Bardugo,"Bardugo, Leigh",Daniel J. Zollinger,"=""125076520X""","=""9781250765208""",4.0,Imprint,Hardcover,121,2020,2020,2021/06/15,2021/05/23,,,read,,,,1,0
53152636,Mexican Gothic,Silvia Moreno-Garcia,"Moreno-Garcia, Silvia",,"=""0525620788""","=""9780525620785""",4.0,Del Rey,Hardcover,320,2020,2020,2021/06/14,2020/05/05,,,read,,,,1,0
36484081,"These Witches Don't Burn (These Witches Don't Burn, #1)",Isabel Sterling,"Sterling, Isabel",,"=""0451480333""","=""9780451480330""",3.0,Razorbill,Kindle Edition,336,2019,2019,2021/06/05,2020/11/30,,,read,,,,1,0
51931067,Felix Ever After,Kacen Callender,"Callender, Kacen",,"=""0062820257""","=""9780062820259""",5.0,Balzer + Bray,Hardcover,368,2020,2020,2021/06/05,2020/05/13,,,read,,,,1,0
49532216,The Paris Hours,Alex George,"George, Alex",,"=""125030718X""","=""9781250307187""",3.0,Flatiron Books,Hardcover,272,2020,2020,2021/06/02,2020/05/05,,,read,,,,1,0
39709422,The City of Dreams (Vale of Stars 0.5),Hailey Griffiths,"Griffiths, Hailey",,"=""""","=""""",4.0,Hailey Griffiths,Kindle Edition,77,2017,,2021/05/31,2021/05/31,,,read,,,,1,0
114683,Wall and Piece,Banksy,"Banksy, Banksy",,"=""1844137872""","=""9781844137879""",4.0,Century,Paperback,240,2006,2005,2021/05/27,2020/04/16,,,read,,,,1,0
67238,Dead Poets Society,N.H. Kleinbaum,"Kleinbaum, N.H.",Tom Schulman,"=""0553282980""","=""9780553282986""",4.0,Starfire,Paperback,166,1989,1988,2021/05/27,2020/07/22,,,read,,,,1,0
42201962,The Deep,Rivers Solomon,"Solomon, Rivers","Daveed Diggs, William Hutson, Jonathan Snipes","=""1534439862""","=""9781534439863""",4.0,S&S/Saga Press,Hardcover,166,2019,2019,2021/05/23,2020/04/14,,,read,,,,1,0
22299763,"Crooked Kingdom (Six of Crows, #2)",Leigh Bardugo,"Bardugo, Leigh",,"=""""","=""""",5.0,Orion Children's Books,Kindle Edition,561,2016,2016,2021/05/20,2021/04/24,,,read,,,,1,0
14061957,"Ruin and Rising (Shadow and Bone, #3)",Leigh Bardugo,"Bardugo, Leigh",,"=""""","=""""",4.0,Henry Holt and Company,Hardcover,432,2014,2014,2021/05/02,2021/04/19,,,read,,,,1,0
14061955,"Siege and Storm (The Shadow and Bone Trilogy, #2)",Leigh Bardugo,"Bardugo, Leigh",,"=""""","=""""",4.0,Henry Holt and Company,Hardcover,435,2013,2013,2021/04/29,2021/04/19,,,read,,,,1,0
17997353,"The Tailor (The Shadow and Bone Trilogy, #1.5)",Leigh Bardugo,"Bardugo, Leigh",,"=""""","=""""",4.0,Holt Children's/Macmillan,ebook,18,2013,2013,2021/04/24,2021/04/24,,,read,,,,1,0
10194157,"Shadow and Bone (Shadow and Bone, #1)",Leigh Bardugo,"Bardugo, Leigh",,"=""1250048117""","=""9781250048110""",4.0,Henry Holt & Company,Hardcover,358,2012,2012,2021/04/24,2021/03/22,,,read,,,,1,0
24641800,"The Demon in the Wood (Grishaverse, #0.1)",Leigh Bardugo,"Bardugo, Leigh",,"=""""","=""""",4.0,Henry Holt and Co.,ebook,30,2014,2014,2021/04/19,2021/04/19,,,read,,,,1,0
53879204,The Silence,Don DeLillo,"DeLillo, Don",,"=""1982164557""","=""9781982164553""",2.0,Scribner,Hardcover,117,2020,2020,2021/04/18,2021/04/18,,,read,,,,1,0
41473872,"I Wish You All the Best (I Wish You All the Best, #1)",Mason Deaver,"Deaver, Mason",,"=""""","=""""",5.0,Push,Hardcover,329,2019,2019,2021/04/18,2019/12/19,,,read,,,,1,0
