Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
59912829,Let’s Pretend,Laura Vaughan,"Vaughan, Laura",,"=""1838952055""","=""9781838952051""",3.0,Corvus,Hardcover,336,2022,2022,2022/08/15,2022/08/10,,,read,"I would say this book is 3.5 stars. It was quite good to be fair, and the plot twist was quite unexpected, well thought out, as well as described and carried out.<br/>The story was quite convincing, but for some reasons I kept forgetting the characters were British: might be because they were in the United States of America most of the time. Anyway, the story was very interesting: I liked the idea of the fake romance that leads to something disastrous, but I was expecting the protagonist to be more involved with what happened. 'Let's pretend' felt like watching a Netflix show, one of those great shows that have one season, hit the charts like crazy, and then end because that's just it was meant to be. The writer goes in depth about the protagonist and her life, and exposes the dark side of Hollywood. The book is not only about what happens with Adam, but also how Lily deals with the whole situation from the beginning all the way to the end, and how their relationship affects her personal problems.<br/>Overall, well written book and an enjoyable story. Also, great cover!",,,1,0
50160953,Where We Go From Here,Lucas Rocha,"Rocha, Lucas",Larissa Helena,"=""133855624X""","=""9781338556247""",5.0,Push,Hardcover,288,2020,2018,2022/08/21,2022/06/02,,,read,,,,1,0
59651553,"Below Zero (The STEMinist Novellas, #3)",Ali Hazelwood,"Hazelwood, Ali",,"=""0593437837""","=""9780593437834""",3.0,Berkley,Kindle Edition,112,2022,2022,2022/08/15,2022/08/06,,,read,,,,1,0
59651555,"Stuck with You (The STEMinist Novellas, #2)",Ali Hazelwood,"Hazelwood, Ali",,"=""""","=""""",3.0,Berkley,Kindle Edition,127,2022,2022,2022/08/13,2022/08/06,,,read,,,,1,0
59651557,"Under One Roof (The STEMinist Novellas, #1)",Ali Hazelwood,"Hazelwood, Ali",,"=""0593437810""","=""9780593437810""",4.0,Berkley,Kindle Edition,112,2022,2022,2022/08/09,2022/08/06,,,read,,,,1,0
38462,Giovanni’s Room,James Baldwin,"Baldwin, James",,"=""""","=""""",5.0,Penguin,Paperback,159,2000,1956,2022/08/05,2022/08/05,,,read,,,,1,0
50202540,I Killed Zoe Spanos,Kit Frick,"Frick, Kit",,"=""1534449701""","=""9781534449701""",3.0,Margaret K. McElderry Books,Hardcover,384,2020,2020,2022/08/05,2022/08/03,,,read,,,,1,0
44286258,The Henna Wars,Adiba Jaigirdar,"Jaigirdar, Adiba",,"=""""","=""""",4.0,Page Street Kids,Hardcover,400,2020,2020,2022/08/03,2022/08/02,,,read,,,,1,0
50027029,"You Deserve Each Other (You Deserve Each Other, #1)",Sarah Hogle,"Hogle, Sarah",,"=""""","=""""",5.0,G.P. Putnam's Sons,Kindle Edition,368,2020,2020,2022/08/02,2020/05/23,,,read,,,,1,0
59232998,You Made a Fool of Death with Your Beauty,Akwaeke Emezi,"Emezi, Akwaeke",,"=""1982188707""","=""9781982188702""",3.0,Atria Books,Hardcover,288,2022,2022,2022/07/31,2022/07/20,,,read,,,,1,0
51941088,The Comeback,Ella Berman,"Berman, Ella",,"=""0593099516""","=""9780593099513""",4.0,Berkley,Hardcover,378,2020,2020,2022/07/30,2020/05/05,,,read,,,,1,0
56197428,"A Lot Like Adiós (Primas of Power, #2)",Alexis Daria,"Daria, Alexis",,"=""0062959964""","=""9780062959966""",4.0,Avon,Paperback,387,2021,2021,2022/07/29,2022/07/18,,,read,,,,1,0
52886627,"You Had Me at Hola (Primas of Power, #1)",Alexis Daria,"Daria, Alexis",,"=""006295993X""","=""9780062959935""",4.0,Avon,ebook,384,2020,2020,2022/07/28,2022/07/15,,,read,,,,1,0
13158378,Cinnamon and Gunpowder,Eli Brown,"Brown, Eli",,"=""0374123667""","=""9780374123666""",4.0,"Farrar, Straus and Giroux",Hardcover,318,2013,2013,2022/07/28,2020/10/18,,,read,,,,1,0
44421460,"Before the Coffee Gets Cold (Before the Coffee Gets Cold, #1)",Toshikazu Kawaguchi,"Kawaguchi, Toshikazu",Geoffrey Trousselot,"=""1529029589""","=""9781529029581""",4.0,Picador,Paperback,213,2019,2015,2022/07/26,2022/07/13,,,read,,,,1,0
58739572,Wash Day Diaries,Jamila Rowser,"Rowser, Jamila","Robyn Smith, Bex Glendining, Kazimir Lee","=""1797205455""","=""9781797205458""",5.0,Chronicle Books,Paperback,192,2022,2022,2022/07/25,2022/07/20,,,read,,,,1,0
55648820,Seven Days in June,Tia Williams,"Williams, Tia",,"=""""","=""""",5.0,Grand Central Publishing,Hardcover,336,2021,2021,2022/07/25,2022/04/20,,,read,,,,1,0
55818283,"This Wicked Fate (This Poison Heart, #2)",Kalynn  Bayron,"Bayron, Kalynn",,"=""1547610697""","=""9781547610693""",4.0,Bloomsbury,Kindle Edition,320,2022,2022,2022/07/23,2022/07/01,,,read,,,,1,0
27264289,"This Winter (Solitaire, #0.5)",Alice Oseman,"Oseman, Alice",,"=""0008147884""","=""9780008147884""",5.0,HarperCollins Children's Books,ebook,120,2015,2015,2022/07/21,2022/07/20,,,read,,,,1,0
25793458,Nick and Charlie,Alice Oseman,"Oseman, Alice",,"=""0008147876""","=""9780008147877""",5.0,HarperCollins Children's Books,ebook,120,2015,2015,2022/07/21,2022/07/20,,,read,,,,1,0
53086843,"You've Reached Sam (You've Reached Sam, #1)",Dustin Thao,"Thao, Dustin",,"=""1250762030""","=""9781250762030""",4.0,Wednesday Books,Hardcover,296,2021,2021,2022/07/20,2021/12/12,,,read,,,,1,0
4865,How to Win Friends & Influence People,Dale Carnegie,"Carnegie, Dale",,"=""""","=""""",5.0,Gallery Books,Paperback,288,1998,1936,2022/07/15,2022/05/13,,,read,,,,1,0
52582665,We Were Dreamers: An Immigrant Superhero Origin Story,Simu Liu,"Liu, Simu",,"=""0063046512""","=""9780063046511""",5.0,William Morrow,ebook,320,2022,2022,2022/07/12,2022/05/29,,,read,,,,1,0
59365293,Bad Things Happen Here,Rebecca Barrow,"Barrow, Rebecca",,"=""1534497439""","=""9781534497436""",4.0,Margaret K. McElderry Books,Hardcover,338,2022,2022,2022/07/02,2022/06/22,,,read,"This book was more like 3.75 stars for me, but it was written well and I would be interested in reading more to be fair, so 4 stars.<br/><br/>The book started well and it sounded quite interesting, and the whole premise of the curse was actually quite good. <br/>The book built high stamina throughout and sounded more promising as the story progressed. But there was a point where I almost lost my interest because it sounded very cliché (pregnancy and love affair? Eh) but it picked really well after that and was like 'Woah, definitely did not expect that'. <br/>The ending was good, the mystery is solved (at least in part) and I feel like the author might release a sequel. If it does, I would be happy to read it.<br/><br/>Also, worth mentioning the representation in this book of both POC and LGBTQ+ characters. The characters are represented in a way that it is real, it doesn't feel like a secondary plot to explore, but rather like a part of the character (idk if I am making sense).<br/><br/>A good, interesting mystery that is worth when you want a nice, enjoyable read that doesn't fuck with your head too much. <br/>Very enjoyable read if you are roasting like a chicken on the beach.",,,1,0
42954198,Safely Endangered Comics,Chris McCoy,"McCoy, Chris",,"=""1449497160""","=""9781449497163""",4.0,Andrews McMeel Publishing,Paperback,144,2019,2019,2022/06/26,2022/06/19,,,read,,,,1,0
6057901,Il giorno della civetta,Leonardo Sciascia,"Sciascia, Leonardo",,"=""""","=""""",3.0,Adelphi,Paperback,120,2002,1961,2022/02/21,2022/02/18,,,read,,,,2,0
41890459,BOO! It's Sex (Episodes 16-30),Danielle Corsetto,"Corsetto, Danielle",,"=""""","=""""",5.0,,ebook,15,2018,,2022/06/18,2022/06/18,,,read,,,,1,0
40953854,"Six of Crows (Six of Crows, #1)",Leigh Bardugo,"Bardugo, Leigh",,"=""1510106286""","=""9781510106284""",5.0,Orion Children's Books,Hardcover,494,2018,2015,2021/05/14,2021/05/08,,,read,,,,1,0
61024995,Sable Curse,Little Melon,"Melon, Little",,"=""""","=""""",5.0,Webtoon,Unknown Binding,,2022,,2022/06/14,2022/06/14,,,read,,,,1,0
41020406,The Black Flamingo,Dean Atta,"Atta, Dean",,"=""144494858X""","=""9781444948585""",5.0,Hodder Children's Books,Hardcover,360,2019,2019,2021/09/02,2020/11/30,,,read,I will recommend this book to any person on this earth: I never read a book as quickly that gave me so many emotions in the span of 30 minutes.<br/><br/>Also beautiful cover and layout of the pages (the small hardcover version is *chef's kiss*),,,1,0
37743,Forever...,Judy Blume,"Blume, Judy",,"=""""","=""""",2.0,Pan Childrens,Paperback,178,2005,1975,2020/02/01,2020/02/01,,,read,,,,1,0
56598475,"Il visconte che mi amava (Bridgertons, #2)",Julia Quinn,"Quinn, Julia",Antonella Pieretti,"=""8804724285""","=""9788804724285""",3.0,Mondadori,Paperback,319,2021,2000,2021/11/06,2021/11/02,,,read,"I don't read romance unless it is a subplot of a book, or the occasional YA, so when I was gifted this book I was perplexed. I had to give it a try so I read it. I wasn't displeased with it: the whole enemies to lovers trope was done quite well.<br/>My aromantic ass didn't really enjoy the VERY detailed sex scenes: I felt I was sitting in their room watching them.<br/>And it felt more cringey because it was in my first language, so at times I thought of my parents...<br/><br/>Regardless of that, it was a good book overall, but I don't have the strength to go though all the Bridgerton siblings.<br/><br/>*I was curious about how I was gifted the second book in the series (I didn't read or don't own any other book in the series other than this one). After reading the reviews on the first one, I understand why. After I watched the first season and saw THAT scene I was horrified",,,1,0
53310061,"Dial A for Aunties (Aunties, #1)",Jesse Q. Sutanto,"Sutanto, Jesse Q.",,"=""0593336739""","=""9780593336731""",5.0,Berkley,Hardcover,299,2021,2021,2021/08/20,2021/06/28,,,read,"Oh boy did I not love this book!<br/>This is one of the best comedy/drama books I have read, and I cannot wait to read the sequel.<br/>They are honestly family goals",,,1,0
31322309,One Italian Summer,Keris Stainton,"Stainton, Keris",,"=""1471406385""","=""9781471406386""",3.0,Hot Key Books,Paperback,245,2017,2017,2020/09/13,2019/12/19,,,read,"I am not gonna say much, it was quite a decent book that I enjoyed.<br/><br/>Only thing, we Italians don't smell of oregano and tangerines",,,1,0
43582376,The Body: A Guide for Occupants,Bill  Bryson,"Bryson, Bill",,"=""0385539304""","=""9780385539302""",3.0,Doubleday Books,Hardcover,450,2019,2019,2020/09/09,2020/04/01,,,read,,,,1,0
20453480,Two Boys Kissing,David Levithan,"Levithan, David",,"=""""","=""""",3.0,Egmont UK,Paperback,239,2014,2013,2020/08/21,2020/08/20,,,read,,,,1,0
56385276,"Don't F*cking Panic: The Shit They Don't Tell You in Therapy About Anxiety Disorder, Panic Attacks, & Depression",Kelsey Darragh,"Darragh, Kelsey",,"=""""","=""""",4.0,Thought Catalog Books,Kindle Edition,370,2020,2020,2022/05/30,2022/05/01,,,read,"Honestly this book was quite good. It helped me to understand better why I feel certain things, and to recognise when I do.<br/>It was nice to have the insights of somebody who actually went through what is talked about in the book, like panic attacks. I personally never experienced panic attacks or irritable bowel syndrome (can't remember the complete name) but in case it happens to me or to somebody in the future I might be more helpful than just standing on the side like a fish stick.<br/><br/>I can definitely see the author worked at BuzzFeed 'cause their typical humour kinda stuck with her. But hey it wasn't completely unpleasant.<br/><br/>The little questions at the end were quite good, even though I didn't really apply myself to answer them, but just quickly read them. I think this makes a quite good workbook.<br/><br/>Overall this book was quite good, and contextualising things like anxiety and other mental health issue by drawing advice from first-hand experience gave a more raw and personal touch to this book. Greatly recommend!",,,1,0
7148931,"The 4-Hour Body: An Uncommon Guide to Rapid Fat-Loss, Incredible Sex, and Becoming Superhuman",Timothy Ferriss,"Ferriss, Timothy",,"=""030746363X""","=""9780307463630""",2.0,Crown Pub,Hardcover,571,2010,2000,2022/06/10,2022/05/31,,,read,"I have heard great things about this author, and I had a free credit on audible so I thought I would try this book.<br/><br/>*This is just my opinion. Read it if you are interested or skip it. I really don't care but I just needed to get this out of my system.<br/><br/>At first I was intrigued: the book promised to develop the body of a superhuman with minimal but effective effort. Enticing no?<br/>BUT it was a WHOLE load of absolute crap. Yep, I was disappointed too (It's my personal opinion, everyone has their own perception and this is mine). <br/><br/>Initially, I was like "" hmm let's hear this. He experimented on himself, cool."" Then it said that you should only eat fruit once a week, have a huge cheat day where you almost make yourself sick (and sh*t it out as quickly as possible), and eat a lot of legumes and beans. I swear to whatever deity is up there that, if I rock up to a guy's house and open cabinets, and I see an absurd amount of cans of beans, I will adopt a cat for every can this mf bought. <br/>Just imagine somebody doing this nutrition plan at the supermarket: they would look like those people who build bunkers in their basements to survive whatever cruelty/menace humanity is working on in the moment. <br/>If this wasn't absurd enough, the author discussed how actually reducing your workouts might make you build more muscle instead. Some things were sound, some others weren't (you telling me lifting dumbbells and doing air squats gives you a six pack??), or WILLINGLY subject yourself to ice cold showers and baths. Humans didn't work hard to build entire water systems and pipes for us to bathe like a penguin in the Artic.<br/><br/>And the cherry on top (erhm) was the sex chapter. I was like ""wtf is this?!"". I am not an expert so I can't verify this information, but I am pretty sure I would feel dehumanised if a guy I hooked up with used the opportunity for me to be a lab rat for his experiment. Hopefully the women were aware and for their sake I hope what the book is preaching is true. This chapter taught me more maths and geometry than my math GCSE.<br/><br/>I researched people who allegedly followed this diet, and there are some mixed results out there. I was curious to see if someone out of his test subjects had tried it, and what the results were. <br/>I would be interested to hear doctors and specialists comment on this to see what they think is healthy and what is bs.<br/>Something about this book does not sound healthy at all, and actually ranges on borderline unhinged, but eh to each their own.<br/><br/>**Gotta add that I find it interesting that, while reading the reviews here, I noticed how the majority of men gave this book a high ratings, while women tend to give a lower one. Interesting...",,,1,0
60034700,The End of You,st.mayhemm,"st.mayhemm, st.mayhemm",,"=""""","=""""",5.0,,Unknown Binding,,,,2022/06/10,2022/06/10,,,read,,,,1,0
23006281,The Iliad,Homer,"Homer, Homer","E.V. Rieu, Peter V. Jones, D.C.H. Rieu","=""014139465X""","=""9780141394657""",5.0,Penguin Classics,Hardcover,462,2014,-750,2022/06/06,2021/12/29,,,read,,,,1,0
60808369,"Loki, Lord of Chaos",Carolyn Fallon,"Fallon, Carolyn",,"=""""","=""""",5.0,,WEBTOON,,,,2022/06/05,2022/05/29,,,read,,,,1,0
37502596,The 5 AM Club: Own Your Morning. Elevate Your Life,Robin Sharma,"Sharma, Robin",,"=""1443456632""","=""9781443456630""",3.0,HarperCollins Publishers,ebook,336,2018,2018,2022/05/07,2022/04/28,,,read,"*3.5 stars rounded down.<br/>Ok this book was interesting, both in the good and bad way. I want to talk about more what implementing what the book mentions feels like.<br/><br/>What Sharma is preaching about the benefits of waking up at 5 AM sounds kind of sensible, but I would not believe it until I tried it myself.<br/>After I read the book, I woke up at 5AM religiously and followed a similar routine to what the book advised, adapting it to my needs and school schedule. I felt good at the beginning, but after a month and a half I dreaded the sound of the alarm at 4:55 AM. <br/>I would feel tired at around 3 pm, which is not ideal when your lessons finish at 5, and you need to do homework at night.<br/>I did enjoy the calmness with which my mornings started: taking a walk after waking up and dedicating an hour to myself to read and reflect was enjoyable and it made me feel mentally better. I didn't find sustainable for myself, but you gotta try it out before deciding if it works for you. <br/>But waking up at 5 AM is not for everyone, and the proposed routine does not work when your schedule is decided by somebody else (i.e. school, university or a job). I guess it would work for freelancers and entrepreneurs or something, but it is hard. I did in summer and I was struggling: I can't imagine waking up so early in winter, especially in the UK when the sun comes out at 7 am in the winter months. <br/><br/>Anyway, you can be productive regardless of the time you wake up, but I definitely recommend taking the first hour of your day to dedicate to yourself however you want (you don't need to exercise or journal) to start the day right, and giving yourself about an hour to unwind at the end of the day.",,,1,0
50520939,"The Atlas Six (The Atlas, #1)",Olivie Blake,"Blake, Olivie",,"=""""","=""""",5.0,,Kindle Edition,376,2020,2020,2022/05/11,2021/10/25,,,read,,,,1,0
27385123,A Level Chemistry for OCR A Student Book,Rob Ritchie,"Ritchie, Rob",,"=""0198351976""","=""9780198351979""",3.0,"Oxford University Press, USA",Paperback,616,2015,,2022/05/03,2022/05/03,,,read,"Took me almost two years to read this book because of how content-heavy it is. The information is interesting however the authors waffle a lot (I wonder if they got paid by the word like Alexander Dumas) and a lot of the information can be summarised in a page or two. I attended a series of subject talks by professors and those were far more useful than the book itself. <br/>They also have a series of questions that are kind of useful, however they are nowhere close to exam questions and they deceive you because you think you understood the topic when you really didn't. <br/>Oddly enough, they put the definitions at the end of the topic in the glossary, part of the book that 1/10 student knows about, and not in the actual relevant page.<br/>Also very heavy to carry: I don't know if at this point I have scoliosis or strong back muscles, but one thing I have gained for sure is trauma and hate for colours.",,,1,0
